Species	protein	log(e)2	% (measured)	% (corrected)	unique	total	Mr	upper	lower	1	2	3	4	5	6	7	8	9	10	11	light	heavy	Total
NA	gi|16129054|	-110.9	40	50	9	64	33.5	NA	2	3	8	3	12	1	11	1	11	1	1	5	4	1	64
NA	gi|16129055|	-8.1	6.1	8	1	1	32.4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129056|	-128	59	84	10	86	25.5	NA	NA	7	14	6	15	2	10	3	11	2	6	4	5	1	86
NA	gi|16129057|	-22.7	29	70	2	26	8.6	NA	1	4	4	1	5	NA	3	1	4	1	1	NA	NA	1	26
NA	gi|16129058|	-222.2	54	63	16	164	43	1	NA	14	15	13	18	7	21	13	17	7	10	8	19	1	164
NA	gi|16129059|	-16	8.2	12	2	6	29.7	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	1	NA	1	NA	6
NA	gi|16129060|	-41.1	14	21	5	6	38.2	NA	3	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	6
NA	gi|16129061|	-4	5.6	7	1	2	23.8	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2
NA	gi|16129063|	-14.2	7.9	9	2	2	29.8	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	gi|16129064|	-166	35	100+	13	74	50.6	NA	NA	NA	12	NA	16	NA	15	NA	17	NA	NA	5	NA	9	74
NA	gi|16129065|	-955.8	79	100+	60	775	81.2	228	8	23	43	23	67	20	39	15	48	12	30	19	75	125	775
NA	gi|16129067|	-60.3	38	96	5	45	14	NA	10	2	4	2	3	2	5	NA	4	NA	2	2	2	7	45
NA	gi|16129068|	-274.7	64	100+	20	614	22.5	39	179	29	39	28	28	20	27	14	39	11	26	10	41	84	614
NA	gi|16129072|	-146.6	42	46	13	61	47.3	NA	NA	1	10	2	16	NA	11	NA	15	NA	NA	4	NA	2	61
NA	gi|16129076|	-114.2	43	49	10	13	34.6	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	13
NA	gi|16129079|	-46.6	12	18	4	16	43.2	NA	7	NA	3	NA	2	NA	NA	NA	2	NA	NA	NA	1	1	16
NA	gi|16129081|	-37.4	11	22	4	14	45.3	NA	NA	NA	2	NA	3	NA	1	NA	4	NA	NA	NA	NA	4	14
NA	gi|16129086|	-378.1	79	100+	29	224	38.8	27	82	18	9	14	14	8	NA	6	7	3	11	NA	7	18	224
NA	gi|16129089|	-98.3	34	39	10	54	43	3	6	3	7	3	8	2	6	NA	8	NA	NA	1	1	6	54
NA	gi|16129093|	-3.7	7.2	8	1	1	25.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129094|	-40	12	16	4	9	51.5	NA	NA	NA	3	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	9
NA	gi|16129095|	-55.7	30	47	6	21	22.9	NA	NA	NA	3	NA	6	NA	2	NA	6	NA	NA	NA	3	1	21
NA	gi|16129097|	-2.9	5.2	6	1	1	17.4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129099|	-300.6	59	81	25	263	45.7	14	NA	36	24	38	19	15	14	24	17	14	19	4	12	13	263
NA	gi|16129125|	-96	44	59	9	23	28.2	NA	NA	NA	3	1	5	NA	5	NA	7	NA	NA	NA	2	NA	23
NA	gi|16129126|	-100.9	30	37	10	42	45.3	NA	NA	4	8	3	7	NA	7	NA	7	NA	NA	1	5	NA	42
NA	gi|16129137|	-30.6	23	24	3	14	10.2	NA	NA	NA	2	NA	3	NA	5	NA	2	NA	NA	1	NA	1	14
NA	gi|16129138|	-255.3	64	97	20	116	29.6	NA	13	8	9	5	11	2	14	4	12	NA	6	8	14	10	116
NA	gi|16129141|	-129.5	66	100+	11	59	14.9	NA	19	5	4	3	6	NA	NA	3	1	3	2	NA	4	9	59
NA	gi|16129143|	-46.6	22	24	5	14	23.7	NA	NA	3	1	4	NA	1	NA	3	NA	NA	1	NA	NA	1	14
NA	gi|16129149|	-38.4	13	37	4	7	56.7	NA	NA	NA	NA	NA	1	NA	2	NA	3	NA	NA	NA	NA	1	7
NA	gi|16129150|	-71.3	44	52	8	20	27	NA	NA	1	2	NA	3	NA	6	NA	7	NA	NA	1	NA	NA	20
NA	gi|16129152|	-183.3	45	51	15	122	47.6	6	NA	8	20	6	15	6	13	3	11	1	8	8	11	6	122
NA	gi|16129153|	-84.9	26	33	10	22	38.8	NA	NA	5	1	5	3	1	1	2	1	1	2	NA	NA	NA	22
NA	gi|16129158|	-6.8	6	83	1	5	8.8	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	5
NA	gi|16129160|	-448.2	76	91	36	229	63.6	72	NA	12	18	14	15	6	8	7	14	4	6	2	9	42	229
NA	gi|16129162|	-41.4	32	35	5	11	22.6	NA	NA	NA	1	NA	2	NA	2	NA	4	NA	NA	NA	2	NA	11
NA	gi|16129165|	-15.8	4	6	2	3	99.6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3
NA	gi|16129166|	-26.7	8.5	10	3	18	39.6	NA	NA	3	2	2	3	NA	2	1	3	NA	1	1	NA	NA	18
NA	gi|16129168|	-9.2	9.8	90	1	14	10.5	NA	NA	1	2	2	3	NA	2	NA	2	NA	NA	NA	NA	2	14
NA	gi|16129170|	-191.8	50	68	15	144	34.2	NA	8	20	10	17	16	12	7	11	10	3	19	3	6	2	144
NA	gi|16129171|	-9.8	5.7	8	1	6	30.9	NA	NA	NA	2	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA	6
NA	gi|16129172|	-346.2	82	92	25	631	23.5	25	160	29	29	37	32	17	36	18	35	16	27	18	64	88	631
NA	gi|16129178|	-226.3	68	73	19	142	30.8	NA	5	12	6	16	13	12	4	18	7	11	16	NA	18	4	142
NA	gi|16129182|	-54.7	58	64	5	48	12.7	NA	NA	9	2	6	3	2	3	10	2	2	6	1	NA	2	48
NA	gi|16129184|	-43.9	21	38	4	16	23.9	NA	NA	3	3	NA	2	NA	NA	1	2	NA	NA	NA	5	NA	16
NA	gi|16129193|	-411.3	80	100+	32	592	31.9	1	10	17	88	20	90	19	120	9	102	7	36	51	9	13	592
NA	gi|16129196|	-22.1	7.1	12	2	7	37.3	NA	NA	NA	1	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	7
NA	gi|16129197|	-50.3	24	30	6	9	32.9	NA	NA	1	1	NA	3	NA	3	NA	NA	NA	NA	1	NA	NA	9
NA	gi|16129198|	-79.8	60	68	8	69	15.5	NA	NA	7	10	8	8	2	8	3	6	1	4	4	6	2	69
NA	gi|16129202|	-777.8	73	99	56	712	96.1	15	NA	56	97	55	80	35	63	49	70	27	54	40	54	17	712
NA	gi|16129203|	-15.6	6.5	10	2	7	23.5	NA	NA	NA	1	NA	3	NA	2	NA	1	NA	NA	NA	NA	NA	7
NA	gi|16129204|	-1514.5	88	100+	105	1866	60.9	530	21	98	116	102	145	67	73	61	104	36	72	43	88	310	1866
NA	gi|16129205|	-103.2	31	62	8	70	33.4	2	7	NA	13	NA	13	NA	9	NA	11	NA	NA	5	1	9	70
NA	gi|16129206|	-101.8	21	89	8	34	33	1	15	NA	4	NA	4	NA	6	NA	3	NA	NA	NA	NA	1	34
NA	gi|16129208|	-200.3	47	56	16	136	37.2	4	21	7	19	8	17	NA	13	4	18	1	4	8	6	6	136
NA	gi|16129210|	-24.6	6.2	9	3	11	54.8	NA	NA	NA	2	NA	4	NA	3	NA	1	NA	NA	NA	NA	1	11
NA	gi|16129214|	-21.6	23	27	3	12	14.2	NA	NA	1	1	1	1	NA	3	1	2	NA	1	NA	1	NA	12
NA	gi|16129216|	-16.8	8.1	32	2	2	26.4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	2
NA	gi|16129217|	-129	44	62	8	63	22.9	NA	14	1	4	2	5	1	7	2	4	2	2	2	7	10	63
NA	gi|16129219|	-68.6	46	67	5	36	18.6	NA	NA	2	3	4	5	NA	8	1	6	2	1	2	NA	2	36
NA	gi|16129221|	-11	7.1	8	1	2	28.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
NA	gi|16129222|	-47.5	18	27	5	13	43	NA	NA	1	3	NA	2	NA	3	NA	1	NA	NA	NA	3	NA	13
NA	gi|16129224|	-2.1	4.1	6	1	1	56.8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129225|	-2.1	1.9	3	1	1	57.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	gi|16129229|	-12.5	2.2	4	1	4	71.2	NA	NA	1	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	4
NA	gi|16129230|	-58.3	23	33	7	25	32.7	NA	NA	2	3	2	6	NA	4	NA	5	NA	2	NA	1	NA	25
NA	gi|16129231|	-31.7	20	33	3	5	22	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	1	5
NA	gi|16129232|	-79	29	39	7	46	27.9	NA	NA	3	6	3	7	3	8	3	7	NA	2	3	1	NA	46
NA	gi|16129233|	-141.1	55	79	14	41	39.3	1	6	1	5	1	12	NA	4	NA	7	NA	NA	1	1	2	41
NA	gi|16129235|	-374.4	44	56	34	181	97.3	NA	NA	19	28	22	27	10	19	3	27	2	9	10	3	2	181
NA	gi|16129237|	-738.8	63	92	55	563	97.6	15	5	56	48	51	53	35	40	40	41	30	62	19	49	19	563
NA	gi|16129238|	-3.4	3.1	4	1	1	21.8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129239|	-7	4.7	9	1	1	29	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129240|	-36.9	22	100	3	16	11.3	NA	9	NA	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	1	16
NA	gi|16129241|	-13.7	4.9	6	2	2	44.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
NA	gi|16129242|	-18.1	11	12	2	7	26.3	NA	NA	NA	1	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	7
NA	gi|16129244|	-419.9	58	100+	31	331	6.9	4	87	23	24	13	34	8	23	14	29	5	21	5	24	17	331
NA	gi|16129245|	-19.9	16	17	3	4	27.6	NA	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	4
NA	gi|16129249|	-139.7	49	65	11	128	27.8	NA	1	13	12	14	14	7	12	10	15	3	10	5	8	4	128
NA	gi|16129251|	-13	6.7	8	2	4	30.6	NA	NA	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	4
NA	gi|16129255|	-27.4	9.3	12	3	4	61.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
NA	gi|16129261|	-25	8.7	11	3	6	53.4	NA	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
NA	gi|16129262|	-138.1	36	46	13	50	47.1	NA	NA	6	4	6	9	3	5	1	9	NA	2	1	3	1	50
NA	gi|16129263|	-107.9	41	49	10	52	44.7	NA	NA	6	2	8	NA	7	1	10	1	4	11	NA	2	NA	52
NA	gi|16129265|	-396.9	77	99	29	513	25.5	22	99	30	63	25	71	19	26	15	33	8	27	14	33	28	513
NA	gi|16129266|	-91.9	53	100+	8	72	8.8	NA	16	5	7	6	9	4	2	3	4	NA	3	4	2	7	72
NA	gi|16129267|	-51.6	38	92	4	77	13.5	1	8	6	15	5	10	3	4	4	5	1	5	2	3	5	77
NA	gi|16129268|	-14.9	26	58	2	3	8	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
NA	gi|16129283|	-3	3.4	6	1	1	39.4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129284|	-129.8	31	43	14	25	57.6	NA	NA	NA	4	NA	9	NA	4	NA	8	NA	NA	NA	NA	NA	25
NA	gi|16129285|	-165.5	80	84	11	120	17.8	NA	23	7	8	6	9	6	9	7	8	6	5	6	11	9	120
NA	gi|16129338|	-64.8	15	16	5	25	41.2	2	5	1	2	2	2	1	1	1	1	1	3	NA	1	2	25
NA	gi|16129339|	-151.2	14	17	14	53	128.7	1	NA	4	8	4	10	1	11	1	10	NA	NA	1	2	NA	53
NA	gi|16129340|	-70.9	49	58	6	63	15.2	NA	19	4	5	2	2	1	2	2	3	NA	2	1	9	11	63
NA	gi|16129341|	-121.5	33	58	12	49	36.5	NA	1	7	4	6	6	6	4	6	2	1	5	NA	1	NA	49
NA	gi|16129342|	-6.8	1.3	2	1	2	96.8	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	2
NA	gi|16129343|	-24	44	52	3	6	6.8	NA	1	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	1	6
NA	gi|16129376|	-1386.1	77	93	104	2244	52.2	42	117	163	242	155	262	111	254	111	252	77	137	120	136	65	2244
NA	gi|16129378|	-10.9	19	37	1	3	5.9	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3
NA	gi|16129386|	-19.3	17	25	2	6	20.7	NA	NA	1	1	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA	6
NA	gi|16129387|	-26.3	8	10	3	17	35.8	NA	NA	1	2	3	3	1	1	1	3	1	1	NA	NA	NA	17
NA	gi|16129390|	-876.7	86	97	56	1118	24.4	27	310	60	58	47	63	30	53	24	68	17	46	22	111	182	1118
NA	gi|16129399|	-607.5	88	98	42	614	42.3	131	131	48	26	45	34	18	11	26	20	16	26	7	16	59	614
NA	gi|16129400|	-47.7	16	18	6	10	37	NA	3	NA	1	1	4	NA	NA	NA	1	NA	NA	NA	NA	NA	10
NA	gi|16129401|	-5.7	3.8	13	1	1	34.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	gi|16129403|	-302	65	77	21	222	50.8	NA	NA	28	23	31	19	20	12	18	15	14	25	6	9	2	222
NA	gi|16129410|	-970.7	83	100+	66	703	77.2	125	55	24	40	28	58	27	36	25	47	9	35	17	66	111	703
NA	gi|16129411|	-542.8	76	100+	38	390	38.6	76	143	12	13	15	21	11	8	15	8	11	8	2	12	35	390
NA	gi|16129426|	-78.4	18	20	8	39	58.5	1	NA	3	9	4	5	1	4	4	3	NA	3	1	1	NA	39
NA	gi|16129427|	-312.3	27	33	31	148	140.1	1	NA	17	22	13	22	9	18	8	24	2	8	4	NA	NA	148
NA	gi|16129428|	-22.6	5.2	16	2	10	49.9	NA	NA	NA	2	NA	1	NA	2	NA	3	NA	1	NA	NA	1	10
NA	gi|16129439|	-4.4	20	28	1	1	5.1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129441|	-177	76	100+	14	155	15.1	NA	9	16	9	14	12	8	13	12	11	12	14	7	11	7	155
NA	gi|16129446|	-670.8	78	99	48	514	57.6	122	NA	31	32	35	36	23	24	29	27	16	29	15	18	77	514
NA	gi|16129450|	-2.8	2.3	3	1	1	49.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129451|	-2.6	1.4	5	1	1	55	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1
NA	gi|16129476|	-2.8	4.1	5	1	1	31.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
NA	gi|16129495|	-119	67	74	11	46	14.1	NA	NA	5	1	3	3	4	2	4	NA	5	2	NA	9	8	46
NA	gi|16129496|	-17.6	17	18	2	4	18.3	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4
NA	gi|16129497|	-42.9	7.3	10	5	11	77.5	NA	NA	2	NA	4	1	1	NA	NA	NA	NA	3	NA	NA	NA	11
NA	gi|16129498|	-129	52	74	10	58	27.2	NA	4	4	8	7	12	NA	8	NA	5	NA	1	1	6	2	58
NA	gi|16129541|	-57.1	37	55	5	24	12.9	NA	8	NA	2	1	2	NA	3	NA	2	NA	1	NA	1	4	24
NA	gi|16129542|	-87	38	42	7	49	21.9	NA	NA	3	5	1	5	4	10	NA	9	NA	6	5	NA	1	49
NA	gi|16129556|	-23.2	14	32	3	4	29.3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
NA	gi|16129560|	-106.4	24	71	8	40	48.7	1	NA	NA	10	NA	9	NA	7	NA	9	NA	NA	1	NA	3	40
NA	gi|16129561|	-151.9	37	52	13	51	54.6	NA	NA	1	9	2	14	NA	7	NA	14	NA	NA	1	NA	3	51
NA	gi|16129562|	-574.5	85	99	46	308	33.9	54	126	10	12	11	16	1	5	3	11	NA	4	1	17	37	308
NA	gi|16129569|	-241.7	57	84	20	100	50.5	2	NA	16	16	14	13	7	4	6	6	4	7	2	2	1	100
NA	gi|16129570|	-81.3	18	19	7	31	60.3	NA	NA	6	6	4	4	2	2	2	3	NA	2	NA	NA	NA	31
NA	gi|16129572|	-582.9	83	98	42	433	54.7	70	1	19	46	25	60	16	34	9	48	3	23	18	15	46	433
NA	gi|16129576|	-15.1	13	15	2	2	21.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	2
NA	gi|16129579|	-4.9	2.1	5	1	2	56.6	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2
NA	gi|16129581|	-98.7	39	42	9	48	36.4	NA	NA	1	4	9	7	2	4	2	7	NA	2	2	8	NA	48
NA	gi|16129585|	-12.9	8.3	21	2	5	20.9	NA	NA	NA	1	NA	1	NA	1	NA	2	NA	NA	NA	NA	NA	5
NA	gi|16129588|	-4.1	2.8	20	1	1	38.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	gi|16129589|	-36	18	25	3	27	21.9	1	7	1	3	1	3	NA	1	NA	3	NA	1	NA	2	4	27
NA	gi|16129592|	-2.8	2.4	6	1	2	54	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2
NA	gi|16129593|	-76.3	57	61	7	24	22.9	NA	NA	2	5	3	6	NA	2	1	3	NA	1	NA	NA	1	24
NA	gi|16129595|	-37.6	8.5	10	3	23	47.5	NA	NA	2	1	2	2	2	2	2	2	2	3	1	2	NA	23
NA	gi|16129596|	-147.4	58	77	13	81	25.5	NA	1	3	10	7	11	3	10	3	11	1	5	7	4	5	81
NA	gi|16129598|	-29.1	18	28	4	6	39.5	NA	NA	2	NA	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	6
NA	gi|16129604|	-220.8	78	94	16	167	17.7	1	21	19	9	17	13	11	9	7	4	5	10	NA	16	25	167
NA	gi|16129608|	-64.1	28	30	7	10	39.5	NA	1	7	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
NA	gi|16129610|	-11	12	16	1	3	23.5	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	3
NA	gi|16129612|	-30.8	27	32	3	19	12.9	NA	1	2	3	2	2	1	3	1	2	NA	1	1	NA	NA	19
NA	gi|16129614|	-73.1	38	40	6	68	21.3	NA	1	7	5	7	7	6	4	7	3	8	6	1	2	4	68
NA	gi|16129620|	-42.5	20	31	4	18	23.4	NA	NA	4	NA	4	NA	2	NA	5	NA	NA	3	NA	NA	NA	18
NA	gi|16129622|	-3.8	2.2	4	1	2	42.8	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2
NA	gi|16129632|	-301	57	75	26	201	50.7	1	NA	31	19	29	22	23	3	24	8	16	20	4	1	NA	201
NA	gi|16129633|	-881.2	72	92	69	2316	8.3	34	683	68	143	87	180	45	168	45	157	29	66	66	142	403	2316
NA	gi|16129634|	-455.5	85	100+	31	345	36.1	57	112	15	19	13	20	8	12	4	16	NA	6	4	22	37	345
NA	gi|16129636|	-48.5	15	19	5	6	44.4	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	6
NA	gi|16129637|	-95.1	34	42	10	41	46.8	NA	NA	1	4	1	8	1	8	1	12	NA	1	1	2	1	41
NA	gi|16129638|	-17.2	7.3	8	2	7	27.6	NA	NA	1	1	1	1	NA	1	NA	1	NA	NA	NA	1	NA	7
NA	gi|16129643|	-279.1	30	42	25	112	113.2	NA	1	2	16	3	17	2	20	1	27	NA	4	5	7	7	112
NA	gi|16129644|	-25	9.5	34	2	4	39.8	NA	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	4
NA	gi|16129649|	-4.9	3.6	4	1	2	27.4	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	gi|16129658|	-391.1	39	57	33	254	87.4	1	1	22	23	29	24	18	22	21	26	7	19	13	23	5	254
NA	gi|16129659|	-2.6	2.9	4	1	1	31.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	gi|16129664|	-35.2	42	45	4	9	17.3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	9
NA	gi|16129668|	-111.9	73	97	10	61	11.3	NA	2	3	8	3	12	2	8	2	9	NA	2	3	NA	7	61
NA	gi|16129669|	-60.6	8.9	13	5	13	87.3	NA	NA	3	4	1	4	NA	NA	NA	1	NA	NA	NA	NA	NA	13
NA	gi|16129670|	-26.5	9.8	12	3	4	36.8	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
NA	gi|16129672|	-139.3	45	65	15	152	13.5	NA	1	9	15	9	18	10	24	7	14	2	11	13	6	13	152
NA	gi|16129674|	-88.2	42	65	7	62	20.6	NA	2	4	4	3	4	4	6	5	7	1	3	4	10	5	62
NA	gi|16129675|	-125.4	20	25	12	35	74	NA	NA	2	3	2	5	NA	2	1	8	NA	1	NA	11	NA	35
NA	gi|16129676|	-67.4	34	37	6	11	27.6	NA	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	2	5	11
NA	gi|16129679|	-57.2	21	26	5	16	32.4	NA	NA	3	1	1	2	1	NA	NA	2	NA	1	1	3	1	16
NA	gi|16129680|	-32	12	40	3	15	20.4	1	6	NA	2	NA	1	NA	1	NA	1	NA	NA	1	NA	2	15
NA	gi|16129683|	-113	24	54	11	36	48.6	1	4	NA	7	NA	6	NA	3	NA	8	NA	1	1	1	4	36
NA	gi|16129692|	-40.4	42	49	4	23	11.4	NA	NA	3	4	2	6	NA	2	NA	4	NA	1	NA	1	NA	23
NA	gi|16129693|	-474.1	73	85	35	686	12	17	191	26	25	35	32	22	27	20	26	15	24	14	94	118	686
NA	gi|16129694|	-71.7	39	44	6	37	30.6	NA	NA	5	2	7	2	3	2	4	2	2	3	NA	4	1	37
NA	gi|16129697|	-170.4	55	95	17	87	18.2	NA	9	6	10	7	6	2	2	NA	6	NA	6	1	3	29	87
NA	gi|16129698|	-50	19	25	5	11	35.8	NA	NA	3	2	2	NA	NA	NA	1	2	NA	NA	NA	NA	1	11
NA	gi|16129699|	-123.1	37	41	10	49	49.3	NA	NA	6	4	8	2	8	NA	8	1	4	5	NA	1	2	49
NA	gi|16129700|	-155.9	41	80	14	89	53	5	NA	13	6	13	6	9	3	7	6	8	9	NA	2	2	89
NA	gi|16129701|	-118.7	35	47	11	57	38.4	NA	NA	9	6	11	8	1	5	2	4	NA	3	NA	5	3	57
NA	gi|16129702|	-559.7	83	100+	41	529	43.6	12	21	31	51	36	54	22	52	19	65	14	21	23	82	26	529
NA	gi|16129715|	-328	61	76	27	343	48.6	12	3	29	39	32	36	24	27	24	31	14	31	13	14	14	343
NA	gi|16129718|	-95.9	31	35	8	34	36.7	NA	1	2	6	NA	8	NA	7	NA	5	NA	NA	NA	5	NA	34
NA	gi|16129719|	-104.4	46	56	9	50	20	NA	1	5	5	7	5	3	5	5	2	1	3	2	5	1	50
NA	gi|16129720|	-309.3	44	69	25	180	67.2	16	NA	6	25	7	25	9	18	6	27	5	9	6	7	14	180
NA	gi|16129733|	-879.1	86	98	67	1340	35.5	26	110	156	56	173	65	112	18	190	45	119	190	13	40	27	1340
NA	gi|16129736|	-521.5	83	93	33	1000	27.8	17	246	30	55	34	62	27	69	31	84	14	30	28	97	176	1000
NA	gi|16129747|	-36.5	29	60	3	19	8.9	NA	3	3	2	1	1	NA	2	NA	3	NA	NA	1	1	2	19
NA	gi|16129759|	-333.1	57	88	25	219	62.3	NA	NA	12	21	12	34	11	27	13	31	5	13	11	20	9	219
NA	gi|16129760|	-255.5	69	76	20	235	20.9	4	68	10	11	10	17	8	16	11	15	7	9	5	17	27	235
NA	gi|16129768|	-79.7	26	34	8	27	48.9	NA	NA	2	4	3	7	1	3	NA	3	NA	NA	2	1	1	27
NA	gi|16129770|	-4	1.9	4	1	1	56.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	gi|16129771|	-269.6	63	74	22	163	35	7	26	11	13	11	22	2	11	7	14	1	11	4	14	9	163
NA	gi|16129772|	-149.4	40	100+	14	149	27.6	4	4	6	24	5	15	5	25	6	29	2	5	7	2	10	149
NA	gi|16129774|	-7.7	7.2	20	1	8	17.6	NA	NA	NA	1	NA	2	NA	2	NA	1	NA	NA	NA	NA	2	8
NA	gi|16129776|	-16.3	10	11	2	6	30.4	NA	NA	NA	3	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	6
NA	gi|16129777|	-52	72	83	4	36	7.4	NA	3	3	5	3	5	2	4	NA	7	1	NA	1	1	1	36
NA	gi|16129779|	-46.4	32	61	4	16	10.8	NA	6	NA	1	NA	1	NA	2	NA	2	NA	NA	NA	1	3	16
NA	gi|16129781|	-68.7	28	33	6	28	30	NA	NA	5	2	5	4	3	2	1	3	NA	2	1	NA	NA	28
NA	gi|16129783|	-50.3	20	47	5	22	31.9	NA	3	1	3	NA	6	NA	2	NA	3	NA	NA	1	1	2	22
NA	gi|16129784|	-750	70	96	53	351	76.6	103	1	20	29	20	37	5	12	10	24	4	4	2	16	64	351
NA	gi|16129794|	-2.8	4	10	1	1	13.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
NA	gi|16129799|	-76.8	34	42	6	39	23.7	NA	NA	2	8	2	6	NA	6	NA	6	NA	NA	1	4	4	39
NA	gi|16129803|	-24.8	20	27	3	7	22.3	NA	NA	2	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	7
NA	gi|16129805|	-112.2	25	31	12	29	55.7	NA	NA	8	3	5	4	1	1	6	NA	NA	1	NA	NA	NA	29
NA	gi|16129806|	-6.1	4.5	5	1	1	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
NA	gi|16129807|	-274.1	58	79	23	170	51.3	NA	1	22	16	18	19	11	14	14	16	6	12	6	10	5	170
NA	gi|16129808|	-2.5	3.1	4	1	2	37.4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
NA	gi|16129814|	-24.9	25	64	3	7	22.1	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7
